AccelX1, AccelY1, AccelZ1, GyroX1, GyroY1, GyroZ1, AccelX2, AccelY2, AccelZ2, GyroX2, GyroY2, GyroZ2
0.23,-0.30,9.88,0.05,-0.08,-0.01,0.18,0.05,10.02,0.03,-0.05,-0.01
0.22,-0.29,9.88,0.05,-0.08,-0.01,0.20,0.05,10.01,0.03,-0.05,-0.01
0.21,-0.31,9.88,0.05,-0.08,-0.01,0.19,0.05,10.03,0.03,-0.05,-0.01
0.23,-0.28,9.88,0.05,-0.08,-0.01,0.20,0.07,10.03,0.03,-0.05,-0.01
0.21,-0.30,9.89,0.05,-0.08,-0.01,0.20,0.07,10.03,0.03,-0.05,-0.01
0.21,-0.30,9.89,0.05,-0.08,-0.01,0.20,0.07,10.01,0.03,-0.05,-0.01
0.22,-0.30,9.88,0.05,-0.08,-0.01,0.20,0.06,10.03,0.03,-0.05,-0.01
0.21,-0.30,9.89,0.05,-0.08,-0.01,0.19,0.06,10.03,0.03,-0.05,-0.01
0.23,-0.29,9.88,0.05,-0.08,-0.01,0.19,0.06,10.03,0.03,-0.05,-0.01
0.22,-0.31,9.89,0.05,-0.08,-0.01,0.19,0.06,10.02,0.03,-0.05,-0.01
0.22,-0.29,9.88,0.05,-0.08,-0.01,0.19,0.06,10.02,0.03,-0.05,-0.01
0.22,-0.30,9.89,0.05,-0.08,-0.01,0.20,0.06,10.02,0.03,-0.05,-0.01
0.21,-0.29,9.88,0.05,-0.08,-0.01,0.20,0.06,10.02,0.03,-0.05,-0.01
0.22,-0.29,9.89,0.05,-0.08,-0.01,0.20,0.05,10.02,0.03,-0.05,-0.01
0.22,-0.30,9.88,0.05,-0.08,-0.01,0.20,0.05,10.02,0.03,-0.05,-0.01
0.22,-0.29,9.89,0.05,-0.08,-0.01,0.20,0.06,10.03,0.03,-0.05,-0.01
0.22,-0.30,9.89,0.05,-0.09,-0.01,0.20,0.06,10.03,0.03,-0.05,-0.01
0.22,-0.30,9.88,0.05,-0.09,-0.02,0.21,0.07,10.03,0.03,-0.05,-0.01
0.22,-0.30,9.90,0.05,-0.09,-0.01,0.20,0.06,10.02,0.03,-0.05,-0.01
0.21,-0.29,9.89,0.05,-0.09,-0.01,0.19,0.06,10.02,0.03,-0.05,-0.01
0.23,-0.29,9.89,0.05,-0.09,-0.01,0.19,0.06,10.02,0.03,-0.05,-0.01
0.21,-0.31,9.88,0.05,-0.09,-0.01,0.19,0.07,10.02,0.03,-0.05,-0.01
0.22,-0.31,9.89,0.05,-0.08,-0.01,0.20,0.07,10.03,0.03,-0.05,-0.01
0.56,-0.48,9.92,-0.04,-0.02,-0.12,0.04,-0.10,9.86,-0.03,0.00,-0.05
0.01,-0.34,9.90,0.05,-0.08,-0.03,0.04,-0.10,9.86,-0.03,0.00,-0.05
0.25,-0.32,9.92,-0.14,-0.02,-0.02,0.15,0.02,10.11,0.03,-0.02,-0.04
0.09,-0.91,9.80,-0.22,0.10,0.05,0.08,-0.54,9.85,-0.31,0.11,0.07
-0.17,-0.84,10.03,0.00,0.11,0.03,-0.19,-0.32,10.01,0.05,0.13,0.02
-0.26,-0.91,9.89,-0.01,-0.25,0.03,-0.19,-0.32,10.01,0.05,0.13,0.02
-0.05,-1.12,10.12,0.07,-0.20,-0.02,-0.34,-0.51,9.85,-0.02,-0.28,0.01
0.01,-0.67,9.77,0.05,-0.14,-0.03,0.10,-0.47,10.07,0.06,-0.10,-0.05
0.07,-0.66,9.79,0.11,-0.17,-0.06,0.15,-0.27,10.03,0.06,-0.14,-0.04
0.03,-0.61,9.58,0.11,-0.08,-0.03,0.15,-0.27,10.03,0.06,-0.14,-0.04
0.11,-0.77,9.72,-0.04,0.01,-0.00,0.14,-0.33,10.13,-0.01,-0.03,-0.00
-0.03,-0.67,9.82,-0.03,-0.02,0.00,-0.03,-0.54,10.01,0.01,0.03,0.02
-0.05,-1.02,9.67,0.07,-0.14,-0.03,-0.11,-0.68,9.86,-0.01,-0.10,-0.04
-0.08,-0.65,9.59,0.11,-0.10,-0.05,-0.11,-0.68,9.86,-0.01,-0.10,-0.04
0.17,-0.93,10.27,0.12,-0.12,-0.05,-0.03,-0.36,10.08,-0.04,0.00,-0.05
0.30,-0.54,10.30,0.19,-0.37,-0.07,0.19,-0.12,10.08,0.14,-0.29,-0.06
0.59,-0.47,9.30,0.23,-0.29,-0.02,0.56,-0.15,9.72,0.20,-0.17,-0.00
0.59,-0.37,9.76,0.25,-0.13,0.01,0.56,-0.15,9.72,0.20,-0.17,-0.00
0.69,-0.14,10.30,0.39,-0.04,0.04,0.59,0.28,9.70,0.12,-0.02,0.05
0.69,0.34,10.07,0.64,-0.29,-0.05,0.82,0.54,9.94,0.57,-0.22,-0.05
0.89,0.89,10.14,1.00,-0.16,-0.10,1.34,1.66,10.25,0.94,-0.22,-0.03
1.26,1.43,9.44,0.86,-0.33,-0.06,1.34,1.66,10.25,0.94,-0.22,-0.03
1.38,2.36,9.33,0.66,-0.21,-0.13,1.40,2.52,9.94,0.69,-0.23,-0.02
1.54,3.24,9.24,0.48,-0.34,0.00,1.60,3.61,9.49,0.56,-0.27,-0.01
1.49,3.47,9.28,1.26,-0.10,-0.25,1.61,4.25,9.48,1.16,-0.15,-0.21
1.73,3.85,8.47,1.07,-0.34,-0.10,1.61,4.25,9.48,1.16,-0.15,-0.21
1.65,5.10,7.61,1.09,-0.30,-0.08,1.93,5.82,8.35,0.89,-0.31,-0.07
2.12,5.64,7.36,0.88,-0.22,-0.05,1.75,5.80,7.08,0.73,-0.20,0.05
2.13,6.49,7.26,1.37,0.00,-0.22,1.96,6.95,6.89,1.38,0.05,-0.18
2.09,7.08,5.85,1.28,-0.27,-0.09,1.96,6.95,6.89,1.38,0.05,-0.18
1.97,8.16,4.60,0.99,-0.36,-0.08,2.18,8.31,5.27,1.31,-0.03,-0.10
2.11,8.21,4.46,0.73,-0.09,-0.08,1.95,8.16,3.95,0.58,-0.09,-0.01
2.08,8.74,4.12,1.14,-0.05,-0.10,2.09,9.14,3.55,1.19,-0.02,-0.07
1.93,9.40,2.59,1.13,-0.18,-0.02,2.09,9.14,3.55,1.19,-0.02,-0.07
2.10,8.93,1.57,1.00,-0.43,0.00,2.33,9.50,2.43,0.94,-0.29,0.05
2.03,9.73,0.80,0.91,-0.29,-0.10,2.21,9.46,0.63,0.98,-0.28,-0.07
2.05,9.57,-0.03,0.63,-0.19,-0.04,2.24,9.49,-0.41,0.71,-0.10,-0.03
2.00,9.58,-1.00,1.13,-0.19,-0.20,2.24,9.49,-0.41,0.71,-0.10,-0.03
1.78,9.43,-1.77,1.03,-0.08,-0.15,2.09,9.50,-1.83,1.13,-0.13,-0.18
1.60,9.10,-2.76,1.08,-0.05,-0.27,1.53,8.74,-3.06,1.01,-0.05,-0.19
1.48,8.81,-3.83,1.14,-0.09,-0.27,1.65,8.69,-3.80,1.03,-0.08,-0.20
1.50,8.49,-4.10,0.90,-0.16,-0.19,1.65,8.69,-3.80,1.03,-0.08,-0.20
1.28,7.82,-5.39,0.98,-0.14,-0.14,1.33,8.07,-5.25,1.00,-0.08,-0.10
1.08,7.69,-5.79,0.74,0.02,-0.04,1.22,7.42,-6.61,0.68,-0.02,-0.02
1.10,6.89,-6.95,1.51,0.08,-0.25,1.48,6.41,-6.87,1.40,0.07,-0.16
1.23,5.54,-7.50,1.24,-0.00,-0.28,1.48,6.41,-6.87,1.40,0.07,-0.16
0.86,5.42,-8.08,0.70,-0.16,-0.17,1.28,5.10,-7.89,0.69,-0.13,-0.13
0.64,5.08,-8.55,0.74,-0.21,-0.16,0.78,4.63,-8.88,0.52,-0.18,-0.10
0.81,4.04,-8.65,0.49,-0.05,-0.02,0.98,3.39,-8.59,0.41,-0.07,0.01
0.24,3.67,-9.39,0.54,-0.28,-0.07,0.98,3.39,-8.59,0.41,-0.07,0.01
0.69,3.10,-8.86,0.38,-0.23,0.11,0.70,3.67,-9.16,0.65,-0.06,0.01
0.51,2.56,-9.15,0.65,-0.12,0.22,0.75,2.75,-8.99,0.74,-0.01,0.18
0.53,2.19,-9.40,1.02,-0.11,0.23,0.86,1.46,-9.41,1.05,-0.02,0.24
-0.07,1.44,-9.80,0.86,-0.53,0.16,0.86,1.46,-9.41,1.05,-0.02,0.24
0.08,0.20,-10.24,0.45,-0.06,0.04,0.26,0.67,-9.54,0.67,-0.11,0.19
0.17,0.64,-10.09,0.17,0.12,-0.02,0.56,0.38,-9.56,0.18,0.15,0.00
0.33,0.60,-9.51,0.14,0.06,-0.20,0.40,-0.04,-10.16,0.39,0.06,-0.23
0.38,0.51,-9.52,0.73,0.00,-0.16,0.40,-0.04,-10.16,0.39,0.06,-0.23
0.43,-0.24,-9.90,0.47,-0.01,-0.05,0.70,-0.18,-9.83,0.45,-0.14,-0.13
0.43,-0.75,-9.68,0.60,0.06,-0.12,0.85,-1.40,-9.48,0.60,0.11,-0.10
1.05,-1.78,-9.16,0.62,0.04,-0.28,1.12,-2.50,-9.21,0.72,0.02,-0.32
1.22,-2.58,-9.07,1.00,0.15,-0.32,1.12,-2.50,-9.21,0.72,0.02,-0.32
0.98,-3.13,-10.05,0.68,-0.24,-0.54,1.37,-3.55,-8.57,1.00,-0.13,-0.61
0.87,-3.29,-9.19,0.15,-0.10,-0.52,1.31,-3.45,-8.76,0.22,-0.13,-0.60
1.16,-3.27,-9.40,0.28,-0.15,-0.34,1.66,-3.79,-8.65,0.24,-0.10,-0.31
1.10,-3.23,-8.64,0.51,-0.17,-0.18,1.66,-3.79,-8.65,0.24,-0.10,-0.31
1.07,-3.95,-8.93,0.65,-0.07,-0.07,1.60,-4.46,-8.52,0.81,-0.20,-0.15
0.84,-4.23,-9.52,0.14,-0.05,0.02,1.28,-4.76,-8.54,0.23,-0.03,0.04
0.78,-4.24,-8.63,-0.17,-0.30,0.10,0.95,-4.66,-8.71,-0.10,-0.29,0.07
0.86,-4.01,-8.76,0.00,-0.10,-0.05,0.95,-4.66,-8.71,-0.10,-0.29,0.07
0.62,-4.05,-10.26,-0.05,-0.21,0.12,1.37,-4.46,-8.50,-0.12,-0.27,-0.01
0.90,-3.96,-8.71,0.22,-0.18,0.11,1.35,-4.32,-8.59,0.12,-0.08,0.10
0.90,-4.25,-8.55,0.77,-0.14,-0.02,1.25,-4.69,-7.99,0.76,-0.10,0.02
0.37,-5.09,-8.82,0.56,-0.11,0.03,1.25,-4.69,-7.99,0.76,-0.10,0.02
0.47,-5.34,-8.41,0.44,-0.09,0.07,0.75,-5.61,-7.90,0.30,0.03,0.08
0.61,-5.50,-7.70,0.48,-0.03,-0.01,0.87,-5.76,-7.82,0.35,0.00,0.02
0.44,-6.47,-7.87,0.67,-0.15,0.01,0.80,-6.95,-6.91,0.58,-0.09,0.03
0.67,-6.22,-7.43,0.11,0.35,-0.09,0.80,-6.95,-6.91,0.58,-0.09,0.03
0.57,-6.71,-6.76,-0.05,0.10,-0.05,0.79,-6.97,-6.63,0.18,-0.11,-0.00
1.56,-4.34,-8.04,-0.12,0.14,0.16,1.10,-6.87,-6.96,-0.29,0.17,0.09
1.61,-5.52,-6.25,0.40,0.12,0.12,1.47,-6.90,-6.52,0.54,0.13,0.08
1.56,-6.04,-6.08,0.66,0.45,0.09,1.47,-6.90,-6.52,0.54,0.13,0.08
2.17,-7.36,-5.84,0.54,-0.08,0.12,2.01,-7.26,-6.26,0.44,0.30,-0.03
1.13,-7.84,-7.38,0.53,0.13,0.20,1.22,-7.63,-6.84,0.48,0.10,0.23
1.36,-7.82,-6.42,1.06,-0.03,-0.02,1.20,-9.10,-5.55,1.05,0.13,-0.11
1.51,-9.07,-6.04,1.05,0.20,0.11,1.20,-9.10,-5.55,1.05,0.13,-0.11
1.81,-7.16,-3.93,0.72,0.26,0.12,2.37,-8.01,-4.15,0.34,0.41,-0.04
1.94,-10.60,-5.42,1.04,0.15,-0.50,2.30,-10.56,-3.06,1.26,0.12,-0.50
2.88,-10.34,-3.92,1.19,0.32,-0.42,2.30,-10.56,-3.06,1.26,0.12,-0.50
2.87,-10.18,-3.30,0.82,-0.11,-0.17,3.46,-10.52,-2.02,0.90,0.34,-0.43
2.67,-9.37,-2.40,0.51,-0.32,0.00,3.25,-8.59,-1.06,0.05,-0.17,-0.02
2.60,-9.46,-2.40,0.33,-0.05,0.07,2.54,-8.99,-1.93,0.18,-0.01,0.09
2.52,-9.20,-1.58,0.31,-0.13,0.02,2.54,-8.99,-1.93,0.18,-0.01,0.09
2.09,-9.02,-1.35,0.61,-0.35,0.27,2.90,-9.59,-1.42,0.46,-0.01,0.02
2.08,-9.11,-1.09,0.40,-0.19,0.18,2.91,-10.26,-1.59,0.36,-0.05,-0.01
1.85,-9.63,-1.02,0.28,-0.11,0.04,2.34,-9.76,-0.91,0.24,-0.11,0.08
1.76,-9.41,-0.78,0.61,-0.07,0.09,2.34,-9.76,-0.91,0.24,-0.11,0.08
1.78,-9.40,-0.23,0.36,-0.13,0.04,2.31,-9.63,-0.50,0.66,-0.06,0.19
1.77,-9.57,-0.06,0.22,-0.13,0.07,2.21,-10.03,0.38,0.14,-0.12,0.04
1.65,-9.89,-0.42,0.17,-0.14,0.16,2.14,-9.49,0.13,0.04,-0.17,0.13
1.51,-9.50,0.30,0.37,-0.18,0.16,2.14,-9.49,0.13,0.04,-0.17,0.13
1.40,-9.73,0.09,0.34,-0.26,0.15,1.89,-9.71,0.27,0.38,-0.18,0.24
1.34,-9.84,0.44,0.48,-0.13,0.05,1.48,-9.96,1.18,0.42,-0.05,0.09
1.18,-9.75,1.27,0.65,0.06,-0.03,1.67,-9.88,1.57,0.59,0.10,-0.02
1.26,-9.50,2.14,0.62,0.03,0.03,1.67,-9.88,1.57,0.59,0.10,-0.02
1.17,-9.54,2.23,0.59,-0.11,0.03,1.48,-9.51,2.51,0.64,0.00,0.10
1.19,-9.45,2.82,0.64,-0.18,0.17,1.28,-9.45,3.12,0.37,-0.07,0.05
0.86,-9.22,3.58,0.90,-0.16,0.21,1.23,-9.00,3.26,0.73,-0.14,0.16
0.90,-9.19,4.21,0.96,-0.07,0.13,1.23,-9.00,3.26,0.73,-0.14,0.16
0.86,-8.71,5.27,0.87,-0.17,0.12,0.98,-8.87,5.13,0.91,-0.02,0.16
0.57,-8.13,6.02,1.02,-0.28,0.19,0.87,-8.19,5.14,1.00,-0.22,0.22
0.68,-7.90,6.40,0.83,-0.43,0.09,0.59,-7.64,6.89,0.88,-0.31,0.22
0.72,-7.20,6.96,1.01,-0.29,0.00,0.59,-7.64,6.89,0.88,-0.31,0.22
0.92,-6.19,8.01,1.28,-0.30,-0.07,1.02,-6.86,7.02,1.10,-0.24,0.04
1.06,-5.12,8.60,1.11,-0.27,-0.14,1.10,-5.40,8.60,1.17,-0.24,-0.08
1.20,-4.29,9.07,1.00,-0.13,-0.16,1.35,-4.13,8.98,1.00,-0.13,-0.10
1.40,-3.56,9.18,0.84,-0.23,-0.13,1.40,-2.95,9.67,0.77,-0.17,-0.11
1.31,-2.80,9.30,0.75,-0.12,-0.13,1.40,-2.95,9.67,0.77,-0.17,-0.11
1.38,-2.33,9.87,0.85,-0.24,-0.13,1.45,-2.09,9.64,0.69,-0.06,-0.08
1.61,-1.32,9.88,0.84,-0.08,-0.12,1.58,-1.04,10.00,0.84,0.04,-0.06
1.61,-0.46,9.59,0.73,-0.11,-0.06,1.56,-0.05,10.05,0.70,-0.06,-0.03
1.56,0.10,9.77,0.62,-0.06,-0.03,1.56,-0.05,10.05,0.70,-0.06,-0.03
0.98,1.95,9.21,0.58,-0.11,0.00,1.56,0.52,10.29,0.58,-0.01,0.00
1.65,0.82,9.59,0.24,-0.08,0.02,1.65,1.27,10.00,0.42,-0.08,0.01
1.59,0.90,9.67,0.21,-0.05,0.01,1.58,1.24,9.77,0.19,-0.01,0.02
1.60,1.14,9.62,0.16,-0.08,0.00,1.58,1.24,9.77,0.19,-0.01,0.02
1.67,1.14,9.60,0.15,-0.07,-0.02,1.56,1.50,9.70,0.13,-0.03,0.01
1.60,1.23,9.66,0.00,-0.05,-0.04,1.62,1.58,9.81,0.00,-0.03,-0.03
1.42,0.91,9.46,-0.33,0.02,-0.09,1.43,1.30,9.90,-0.32,0.04,-0.10
1.39,0.28,9.94,-0.88,0.11,-0.15,1.43,1.30,9.90,-0.32,0.04,-0.10
1.13,-0.36,9.70,-0.65,0.10,-0.10,1.27,0.29,9.84,-0.93,0.06,-0.15
1.25,-1.01,9.50,-0.84,-0.07,-0.03,1.12,-0.63,10.05,-0.78,0.00,-0.08
0.95,-1.92,9.37,-1.10,-0.03,-0.01,1.09,-1.66,10.01,-1.15,-0.02,-0.03
0.73,-3.40,9.06,-1.20,0.14,-0.04,1.09,-1.66,10.01,-1.15,-0.02,-0.03
0.48,-4.71,8.48,-1.07,-0.01,0.05,0.96,-3.56,9.27,-1.38,0.18,-0.11
0.36,-5.86,8.73,-1.85,0.14,-0.05,0.59,-4.88,9.08,-1.52,0.19,-0.06
0.51,-7.32,6.48,-1.54,0.05,0.11,0.68,-7.27,6.97,-1.52,0.09,0.06
0.60,-7.76,5.59,-1.54,-0.20,-0.06,0.68,-7.27,6.97,-1.52,0.09,0.06
0.43,-8.39,3.90,-1.52,-0.34,-0.08,0.39,-8.55,6.56,-1.67,-0.07,-0.03
0.43,-9.32,3.18,-1.11,-0.17,0.02,1.08,-9.44,3.74,-1.29,-0.11,-0.01
0.61,-9.90,1.98,-1.34,-0.20,0.09,0.81,-9.83,2.55,-1.35,-0.19,0.06
0.63,-9.95,0.46,-1.33,-0.40,0.25,0.81,-9.83,2.55,-1.35,-0.19,0.06
0.24,-9.66,-0.72,-0.56,-0.20,0.08,0.65,-10.03,0.41,-1.14,-0.36,0.24
0.26,-10.09,-1.06,-0.33,-0.12,0.03,0.55,-10.04,-0.28,-0.41,-0.16,0.06
0.35,-10.23,-2.01,-0.83,-0.21,0.04,0.53,-10.31,-0.99,-0.82,-0.19,0.02
0.21,-9.86,-2.53,-0.83,-0.19,0.10,0.53,-10.31,-0.99,-0.82,-0.19,0.02
0.06,-8.89,-3.53,-0.88,-0.22,0.08,0.46,-9.84,-2.26,-0.98,-0.24,0.01
0.03,-8.94,-4.27,-0.58,-0.26,-0.00,0.48,-9.08,-3.81,-0.95,-0.22,0.08
-0.06,-8.79,-4.84,-0.78,-0.40,0.08,0.24,-9.09,-4.28,-0.79,-0.37,0.07
-0.35,-7.96,-5.29,-0.82,-0.20,0.08,0.24,-9.09,-4.28,-0.79,-0.37,0.07
-0.70,-7.66,-6.32,-1.00,-0.21,0.29,0.16,-8.28,-4.84,-1.01,-0.18,0.06
-0.34,-7.44,-6.83,-0.99,-0.45,0.36,-0.44,-7.67,-5.55,-0.76,-0.31,0.18
-1.08,-5.30,-8.25,-0.43,0.07,-0.13,-0.41,-5.88,-7.71,-0.43,0.09,-0.15
-0.54,-6.16,-7.91,-0.22,0.13,0.05,-0.41,-5.88,-7.71,-0.43,0.09,-0.15
-0.80,-5.64,-7.82,-0.35,-0.10,0.01,-0.70,-6.47,-7.45,-0.26,0.22,-0.05
-0.93,-5.30,-8.72,-0.56,-0.26,-0.06,-0.36,-6.06,-7.51,-0.56,-0.16,0.01
-0.92,-5.76,-8.77,0.02,-0.02,0.21,-0.76,-6.23,-7.73,-0.01,0.01,0.21
-0.41,-5.19,-8.47,-0.51,-0.05,-0.06,-0.76,-6.23,-7.73,-0.01,0.01,0.21
-0.80,-4.34,-9.04,-0.10,0.28,-0.24,-0.46,-5.15,-8.51,-0.44,-0.07,-0.16
-0.21,-4.34,-9.00,-0.17,0.55,-0.13,0.04,-4.73,-8.13,-0.23,0.58,-0.00
0.95,-4.57,-8.01,-0.38,0.06,0.03,1.10,-4.96,-8.38,-0.36,0.06,0.01
0.52,-4.03,-8.28,-0.51,-0.13,0.19,1.10,-4.96,-8.38,-0.36,0.06,0.01
0.04,-3.12,-9.28,-0.35,-0.16,0.02,0.80,-4.90,-9.15,-0.32,-0.32,-0.01
0.04,-2.91,-8.98,-0.54,-0.22,0.14,0.82,-3.65,-9.01,-0.53,-0.19,-0.02
-0.48,-2.59,-10.08,-0.40,-0.23,-0.10,-0.11,-3.03,-9.48,-0.39,-0.31,-0.11
-0.07,-1.89,-10.08,-1.08,-0.07,-0.14,-0.11,-3.03,-9.48,-0.39,-0.31,-0.11
-0.15,-0.92,-9.76,-0.68,-0.24,0.07,0.28,-1.70,-9.42,-1.05,-0.02,-0.15
-0.09,-0.29,-9.79,-0.90,-0.04,0.19,0.38,-0.73,-8.63,-0.54,0.18,0.04
0.04,0.18,-9.18,-1.03,-0.09,-0.31,0.29,-0.12,-9.88,-1.00,-0.13,-0.35
-0.33,1.58,-9.83,-1.74,-0.05,-0.43,0.29,-0.12,-9.88,-1.00,-0.13,-0.35
-0.42,2.90,-9.55,-1.31,-0.13,-0.36,0.24,1.82,-9.97,-1.31,-0.11,-0.47
-0.54,3.77,-9.77,-1.63,-0.04,-0.37,-0.22,3.13,-9.10,-1.16,-0.20,-0.39
-0.70,5.09,-8.21,-1.52,-0.05,-0.29,-0.14,5.48,-8.41,-1.53,-0.05,-0.37
-0.36,5.56,-6.70,-1.47,0.03,0.01,-0.14,5.48,-8.41,-1.53,-0.05,-0.37
-0.61,7.58,-6.85,-1.49,-0.03,0.02,-0.42,6.31,-7.09,-1.62,-0.13,-0.37
-0.87,8.09,-5.56,-1.56,-0.07,-0.16,-0.83,7.56,-6.13,-1.42,-0.16,-0.12
-0.86,9.21,-4.01,-1.52,-0.09,-0.12,-0.48,9.11,-4.41,-1.51,-0.09,-0.13
-0.82,9.47,-1.87,-1.22,-0.08,-0.18,-0.48,9.11,-4.41,-1.51,-0.09,-0.13
-1.01,9.88,-2.34,-0.78,-0.23,0.09,-0.71,9.50,-2.49,-0.93,-0.24,0.06
-0.79,9.23,0.22,-1.36,-0.10,-0.04,-0.45,9.13,-1.66,-1.29,-0.20,0.17
-0.99,10.46,0.59,-0.64,-0.32,-0.38,-0.74,10.25,0.15,-0.66,-0.32,-0.40
-1.33,10.04,1.12,-0.51,-0.25,-0.20,-0.74,10.25,0.15,-0.66,-0.32,-0.40
-1.08,9.01,1.42,-0.57,-0.49,0.14,-1.03,10.27,0.82,-0.50,-0.16,0.03
-0.91,8.62,1.30,-0.54,-0.65,-0.11,-1.42,9.67,2.98,-0.80,-0.27,0.06
-1.14,9.50,2.52,-0.67,-0.53,-0.15,-1.29,9.52,2.80,-0.67,-0.50,-0.15
-0.84,8.58,3.30,-0.83,-0.44,-0.10,-1.29,9.52,2.80,-0.67,-0.50,-0.15
-1.42,8.42,4.64,-0.55,-0.69,-0.03,-1.27,8.91,3.84,-1.42,-0.53,-0.35
-1.28,8.61,5.44,-0.83,-0.35,-0.30,-1.11,6.92,4.45,-0.61,-0.27,-0.17
-0.98,7.59,6.36,-1.33,-0.15,-0.23,-1.21,7.57,7.08,-1.49,-0.27,-0.27
-1.64,6.70,8.73,-1.01,-0.41,-0.13,-1.21,7.57,7.08,-1.49,-0.27,-0.27
-0.61,5.83,8.46,-0.96,-0.32,-0.01,-1.67,6.16,8.63,-1.08,-0.72,0.02
-0.82,4.54,8.74,-0.66,-0.22,0.06,-0.55,5.13,8.33,-0.61,-0.12,-0.02
-0.81,4.41,9.57,-0.46,-0.13,0.01,-1.06,4.72,9.57,-0.48,-0.11,-0.01
0.00,3.27,9.53,-0.24,-0.43,0.10,-1.06,4.72,9.57,-0.48,-0.11,-0.01
-0.82,1.76,10.08,-1.56,0.64,-0.02,-0.44,2.75,9.92,-1.17,-0.09,-0.04
-0.82,0.72,10.17,0.05,-0.55,0.08,-1.13,1.86,9.54,-0.55,-0.05,0.09
-0.23,1.12,9.53,-0.18,-0.13,-0.09,-0.15,1.43,10.00,-0.21,-0.09,-0.09
-0.05,0.81,9.32,-0.38,-0.37,0.21,-0.15,1.43,10.00,-0.21,-0.09,-0.09
0.02,1.01,9.13,-0.37,-0.25,0.02,-0.73,1.17,10.13,-0.04,-0.22,0.10
-0.41,-0.04,10.18,-0.36,0.42,-0.04,-0.30,1.10,10.34,-0.49,0.69,-0.13
-0.78,0.18,10.14,0.05,-0.03,0.09,-1.16,0.53,10.00,0.03,-0.00,0.08
-1.22,0.47,9.93,-0.03,0.17,-0.09,-1.16,0.53,10.00,0.03,-0.00,0.08
-1.54,1.41,11.26,-0.01,0.78,0.10,-0.69,0.32,9.25,-0.31,0.29,-0.28
-2.58,0.20,11.53,0.13,0.07,0.12,-1.47,-0.56,8.64,-0.61,0.23,-0.28
-2.68,-0.50,10.63,-0.10,0.95,-0.29,-2.29,-0.02,10.66,-0.11,0.97,-0.38
-3.40,-1.22,9.85,0.02,0.34,-0.44,-2.29,-0.02,10.66,-0.11,0.97,-0.38
-2.59,-0.88,8.86,0.07,-0.04,0.07,-2.78,-1.06,9.06,0.33,0.37,-0.27
-2.87,-0.27,8.59,0.05,0.18,-0.02,-3.22,0.78,9.87,0.25,0.14,0.15
-3.94,-1.05,9.85,-0.01,0.93,0.26,-4.15,-0.83,9.52,0.04,0.96,0.24
-5.25,0.17,9.23,0.33,0.29,0.31,-4.15,-0.83,9.52,0.04,0.96,0.24
