AccelX1, AccelY1, AccelZ1, GyroX1, GyroY1, GyroZ1, AccelX2, AccelY2, AccelZ2, GyroX2, GyroY2, GyroZ2
-1.464407,-1.554138,7.858030,-0.450819,0.122173,0.252898,-1.496711,-1.268196,7.9489565,-0.449597,0.163712,0.226020
-1.875973,-2.088934,9.860823,0.317650,-0.146608,0.153938,-1.496711,-1.268196,7.9489565,-0.449597,0.163712,0.226020
-1.483550,-1.721636,10.406385,0.183260,-0.199142,0.043982,-1.952543,-1.610370,11.1409817,0.173486,-0.149051,0.045204
-1.022932,-2.202593,11.107484,0.109956,0.270002,0.540005,-1.952543,-1.610370,11.1409817,0.173486,-0.149051,0.045204
-1.513460,-2.286342,9.792627,0.329867,0.432493,0.382402,-0.892523,-1.373480,10.9543419,0.177151,0.370184,0.579100
-1.634298,-2.060220,9.059227,0.491136,0.152716,0.108734,-1.539781,-1.237089,9.1274223,0.477697,0.370184,0.012217
-0.888934,-1.208375,9.012567,0.480140,-0.626748,-0.052534,-1.576870,-0.926022,9.4683990,0.333532,-0.348193,-0.062308
-2.538785,-2.352145,10.241282,0.069639,-0.533896,0.117286,-1.576870,-0.926022,9.4683990,0.333532,-0.348193,-0.062308
-1.745564,-1.747957,9.638290,-0.430049,-0.354302,0.256563,-2.928815,-1.769492,11.4281216,-0.205251,-0.415388,0.069639
-0.818345,-1.251446,8.403594,0.023213,-0.427606,0.375071,-1.960918,-0.887737,9.0233335,-0.267559,-0.366519,0.059865
-1.154537,-0.632902,8.944371,0.496023,-0.342085,0.012217,-1.634298,-0.918844,9.0891371,0.419054,-0.259007,0.080634
-0.711865,-0.123230,10.158729,0.824668,-0.437380,-0.426384,-1.634298,-0.918844,9.0891371,0.419054,-0.259007,0.080634
-1.180858,-0.819542,10.719846,0.571770,0.197920,-0.469144,-0.222532,-0.065803,10.4973125,0.893085,-0.261450,-0.395841
-0.856631,0.302692,9.842876,-0.124617,0.304211,-0.514349,-1.105484,-0.496511,11.5393877,0.101404,0.382402,-0.537561
-0.277567,0.557528,8.784052,-0.362854,0.244346,0.375071,-0.025125,0.238086,8.9599247,-0.277333,0.318872,0.201586
-0.601795,0.187837,8.891729,-0.722043,-0.295659,0.307876,-0.025125,0.238086,8.9599247,-0.277333,0.318872,0.201586
-0.972682,-0.461815,10.991430,0.019548,-0.664621,-0.302989,-0.321835,0.283549,8.3748789,-0.691499,-0.324980,0.274889
-2.006382,-1.904687,12.362517,0.245568,-0.101404,0.053756,-1.386641,-0.780060,12.0059872,0.375071,-0.267559,0.100182
-0.516850,-0.518046,9.243474,0.155160,0.197920,-0.008552,-0.346959,0.466600,9.5222378,0.160047,0.182038,-0.116064
-0.518046,0.007178,7.936993,0.116064,0.339641,0.758695,-0.346959,0.466600,9.5222378,0.160047,0.182038,-0.116064
-0.376870,0.269193,8.695518,0.259007,-0.270002,0.195477,-0.819542,-0.157926,7.8113694,0.091630,0.334754,0.701273
-1.014557,0.218943,11.071590,0.211359,-0.238237,-0.197920,-0.447458,0.634098,9.3966141,0.259007,-0.304211,-0.108734
-0.681954,-0.053839,11.721242,-0.151495,-0.234572,-0.653626,-1.497907,0.617348,11.1529474,-0.124617,-0.196699,-0.585209
-0.801596,-0.020339,9.954143,0.151495,-0.048869,0.068417,-1.497907,0.617348,11.1529474,-0.124617,-0.196699,-0.585209
-0.339781,0.135194,7.963314,-0.232129,-0.026878,0.288328,-0.575474,-0.122034,9.5377913,0.111177,0.024435,0.183260
-0.538385,-0.113659,9.361919,-0.046426,-0.404393,-0.141721,-0.723829,0.029910,8.6105719,-0.174707,-0.217468,0.078191
-1.593620,-0.953540,11.654243,0.108734,-0.182038,0.151495,-1.150948,-0.552742,11.1003046,0.059865,-0.178373,0.072082
-1.519442,-0.725025,9.956535,0.092852,-0.028100,0.301767,-1.150948,-0.552742,11.1003046,0.059865,-0.178373,0.072082
-0.963111,-0.933201,8.778070,-0.529009,0.204029,0.605978,-0.842274,0.090927,10.4303141,-0.113621,0.144164,0.254120
-0.504886,-0.338584,7.744370,0.036652,-0.118508,0.436158,-1.004986,0.114855,8.0578299,-0.474031,0.256563,0.598648
-0.710668,-0.981057,9.722038,0.366519,-0.063530,-0.112399,-0.951147,0.147159,9.7471628,0.399506,-0.101404,0.021991
-2.085345,-1.306481,11.377872,0.195477,0.040317,-0.252898,-0.951147,0.147159,9.7471628,0.399506,-0.101404,0.021991
-1.228714,-0.842274,10.494920,-0.101404,-0.169821,0.278555,-1.780260,0.238086,12.3780727,0.080634,-0.031765,-0.469144
-0.748953,-0.294317,8.225328,-0.265115,-0.045204,0.397062,-1.107877,-0.027517,9.9146614,-0.208916,0.053756,0.571770
-0.601795,-0.318245,7.756335,0.008552,-0.195477,0.063530,-0.486939,0.455833,8.0769730,-0.100182,-0.025656,0.200364
-1.274178,-0.762114,10.195816,0.164934,-0.224798,-0.070860,-0.486939,0.455833,8.0769730,-0.100182,-0.025656,0.200364
-2.489732,-1.182054,11.629118,-0.043982,-0.295659,-0.002443,-1.115055,-0.905683,11.3132648,0.219911,-0.166155,0.045204
-0.932004,0.004786,8.981460,-0.134390,-0.312763,0.179594,-1.258625,-0.400798,10.3944216,0.035430,-0.514349,0.190590
-0.693919,0.016750,8.208578,-0.412945,0.205251,0.587652,-1.026521,-0.625723,8.7972126,-0.454484,0.208916,0.579100
0.306281,0.195015,8.974281,0.321315,-0.254120,0.026878,-1.026521,-0.625723,8.7972126,-0.454484,0.208916,0.579100
-0.674776,-0.989432,10.704293,0.557109,-0.107512,-0.073304,0.471386,0.504886,8.5148592,0.353080,-0.177151,-0.008552
-0.388834,-0.654437,10.969895,-0.146608,-0.263894,-0.664621,-1.121037,0.295514,11.7391872,0.218690,-0.186925,-0.228464
-0.861416,-1.038485,9.498309,0.169821,-0.105069,0.443488,-0.102891,0.124427,10.1264257,0.210138,-0.122173,0.372628
-0.137587,0.385244,8.149954,-0.426384,0.153938,-0.079412,-0.102891,0.124427,10.1264257,0.210138,-0.122173,0.372628
-0.155533,0.457029,8.932407,0.208916,-0.131947,-0.324980,-0.004786,-0.381655,8.7038927,-0.403171,0.151495,-0.122173
-0.912862,0.005982,11.631511,0.353080,0.000000,-0.338419,-0.888934,-0.479761,9.8010015,0.372628,-0.058643,-0.496023
-1.695315,-0.833899,11.801400,-0.129503,-0.201586,0.069639,-1.301696,-0.150748,11.7655096,0.047647,-0.158825,0.091630
-1.301696,-1.050449,9.771091,-0.422719,-0.439823,0.447153,-1.301696,-0.150748,11.7655096,0.047647,-0.158825,0.091630
-0.093320,-0.802792,8.254042,-0.239459,-0.234572,-0.130725,-1.562513,-0.801596,9.3690977,-0.403171,-0.320093,0.408058
-0.210568,-0.892523,9.162118,0.601091,0.098960,-0.561996,0.825524,0.035892,7.9070826,0.131947,-0.067195,-0.271224
-0.753739,-1.009771,10.823934,0.745256,0.474031,-0.777021,-0.946361,-0.586242,11.6674032,0.715934,0.445932,-0.733038
-1.268196,-0.665205,10.941183,0.569326,0.419054,-0.934624,-0.946361,-0.586242,11.6674032,0.715934,0.445932,-0.733038
-1.326820,-0.491725,8.343773,-0.064752,0.640187,-0.376293,-0.090927,0.227318,11.1625175,0.456927,0.482584,-0.630413
-0.802792,0.830309,8.043473,-0.094073,-0.361632,-0.603535,-1.069592,0.967897,8.0997047,-0.246790,0.004887,-0.488692
-1.569692,0.709472,10.353744,-0.142942,-0.673173,-0.678060,-1.155733,1.093520,8.4047890,-0.161268,-0.635300,-0.745256
-1.889133,-0.909273,10.563116,-0.166155,-0.290772,0.182038,-1.726422,-0.981057,10.8119698,-0.171042,-0.267559,0.164934
-0.736989,0.019143,8.593822,-0.001222,0.164934,0.125838,-1.726422,-0.981057,10.8119698,-0.171042,-0.267559,0.164934
0.259621,0.544367,9.617950,0.485027,-0.106291,0.057421,-0.583849,-0.080160,7.4153576,0.072082,0.241903,0.101404
-0.697508,-1.465604,12.023933,0.371406,-0.237016,-0.151495,-0.937986,-1.062413,11.3383894,0.563218,-0.163712,0.072082
-0.869791,-1.798206,11.708081,-0.289550,-0.338419,-0.274889,-0.638884,-1.148555,12.5431757,-0.344528,-0.227242,-0.470366
0.238086,-0.541974,7.802995,-0.300546,0.217468,-0.072082,-0.638884,-1.148555,12.5431757,-0.344528,-0.227242,-0.470366
-0.382852,0.004786,7.290931,0.241903,0.156382,-0.305433,0.300299,0.643669,7.7551384,-0.246790,0.272446,-0.157603
-0.731007,-0.290728,10.470992,0.444710,-0.141721,-0.238237,-0.080160,0.789632,9.6430750,0.359189,0.056200,-0.246790
-1.735993,-0.522832,12.362517,0.009774,-0.173486,-0.075747,-0.972682,0.009571,12.0801649,0.174707,-0.167377,-0.140499
-1.079163,0.587438,9.544970,-0.301767,0.080634,-0.279776,-0.972682,0.009571,12.0801649,0.174707,-0.167377,-0.140499
-0.747757,0.013161,8.117651,0.114843,0.010996,0.411723,-0.786042,0.647258,9.0699940,-0.224798,0.072082,-0.175929
-0.355334,0.671187,9.250652,0.200364,-0.199142,-0.057421,-0.669990,-0.082552,7.7132635,0.248011,-0.057421,0.179594
-0.507278,-1.355534,11.369496,0.151495,-0.161268,0.008552,-1.368695,-1.066003,11.4640141,0.180816,-0.158825,0.098960
-0.200997,-1.552942,12.068201,-0.348193,-0.261450,-0.535118,-1.368695,-1.066003,11.4640141,0.180816,-0.158825,0.098960
-0.123230,0.062213,7.549356,-0.037874,0.035430,-0.129503,-0.013161,-0.732204,11.5764761,-0.362854,-0.298102,-0.572992
-0.674776,-0.814756,7.316056,0.160047,0.057421,-0.498466,-0.458226,0.501296,7.1844497,-0.019548,0.134390,-0.215025
-0.638884,0.118445,9.562916,0.142942,-0.012217,-0.436158,-0.118445,1.501496,9.1178503,0.102625,0.058643,-0.516792
-1.688136,-1.745564,11.594422,0.210138,-0.459371,-0.059865,-0.118445,1.501496,9.1178503,0.102625,0.058643,-0.516792
-1.718047,-2.286342,10.954342,-0.433714,-0.109956,0.045204,-2.279164,-0.719043,12.6747808,0.072082,-0.356745,-0.127060
-1.232304,0.074178,7.981260,-0.075747,-0.020769,0.546114,-1.308874,0.366102,8.9718885,-0.245568,0.040317,0.127060
-0.510868,0.106481,8.636893,0.157603,-0.035430,0.276111,-0.975075,-0.458226,7.7898340,0.125838,-0.012217,0.400728
-0.648455,-0.789632,11.312069,0.113621,-0.101404,0.122173,-0.975075,-0.458226,7.7898340,0.125838,-0.012217,0.400728
