AccelX1, AccelY1, AccelZ1, GyroX1, GyroY1, GyroZ1, AccelX2, AccelY2, AccelZ2, GyroX2, GyroY2, GyroZ2
-1.21,-2.51,10.61,-0.10,-0.08,0.04,-0.53,-1.82,9.54,-0.04,-0.08,0.05
-0.93,-1.93,9.16,0.05,-0.14,-0.10,-1.59,-1.75,10.15,-0.06,-0.03,-0.09
-1.13,-1.81,9.79,0.05,-0.04,-0.28,-1.59,-1.75,10.15,-0.06,-0.03,-0.09
-1.24,-2.01,9.86,0.10,-0.01,-0.13,-0.73,-1.77,9.60,0.01,0.02,-0.29
-1.23,-2.08,9.73,0.04,-0.07,-0.03,-1.19,-1.77,9.84,0.01,0.00,-0.13
-1.05,-2.56,9.96,0.07,0.03,-0.08,-0.99,-2.21,9.76,0.04,0.05,-0.06
-1.28,-2.09,10.05,0.01,0.01,-0.29,-0.99,-2.21,9.76,0.04,0.05,-0.06
-1.41,-2.02,10.07,0.03,-0.18,0.02,-1.07,-1.69,9.88,0.00,0.01,-0.28
-1.18,-2.00,9.77,-0.06,-0.11,0.03,-1.17,-1.78,9.98,-0.04,-0.10,0.04
-1.09,-2.05,9.49,0.01,-0.21,-0.04,-1.17,-1.88,9.66,-0.04,-0.11,0.00
-1.27,-1.88,9.47,0.06,-0.14,-0.04,-1.17,-1.88,9.66,-0.04,-0.11,0.00
-1.00,-1.79,9.01,0.08,-0.10,-0.07,-1.53,-1.50,9.71,0.05,-0.05,-0.01
-1.27,-2.42,10.34,0.11,0.02,-0.23,-1.06,-2.23,9.44,0.11,0.00,-0.11
-1.29,-1.83,9.21,0.13,-0.06,-0.18,-1.23,-2.02,9.69,0.09,0.06,-0.17
-1.49,-2.26,9.91,-0.04,-0.13,-0.14,-1.23,-2.02,9.69,0.09,0.06,-0.17
-1.09,-1.84,9.39,-0.08,-0.21,-0.01,-1.39,-1.60,10.00,-0.06,-0.13,-0.13
-1.40,-2.08,9.90,-0.05,-0.29,0.04,-1.26,-1.56,9.89,-0.12,-0.14,-0.02
-1.32,-1.94,9.76,0.02,-0.18,0.02,-1.41,-1.72,9.95,-0.02,-0.13,0.04
-1.39,-2.00,9.52,0.09,-0.21,0.10,-1.41,-1.72,9.95,-0.02,-0.13,0.04
-1.40,-2.03,9.63,0.14,-0.07,0.21,-1.24,-1.79,9.65,0.07,-0.13,0.14
-1.48,-2.28,9.67,0.17,-0.15,-0.04,-1.53,-1.81,9.73,0.14,-0.04,0.16
-1.20,-2.41,9.67,0.27,0.01,-0.19,-1.39,-2.12,9.72,0.14,-0.01,-0.14
-1.31,-1.93,9.62,0.48,0.24,-0.78,-1.39,-2.12,9.72,0.14,-0.01,-0.14
-1.63,-1.56,9.65,0.21,0.12,-0.84,-1.25,-1.75,9.65,0.46,0.22,-0.78
-1.39,-1.32,9.32,-0.15,0.06,-0.17,-1.12,-1.46,9.60,-0.06,0.19,-0.66
-1.70,-2.12,9.99,-0.23,-0.10,-0.34,-1.76,-1.74,9.89,-0.34,-0.03,-0.47
-1.54,-2.10,9.97,0.23,0.13,-0.01,-1.76,-1.74,9.89,-0.34,-0.03,-0.47
-2.05,-2.48,9.98,0.66,-0.16,0.11,-1.49,-1.76,9.92,0.25,0.16,-0.03
-1.70,-1.75,9.32,0.45,-0.11,-0.06,-2.14,-2.00,9.96,0.60,-0.11,-0.03
-1.63,-1.55,9.46,0.09,-0.27,0.22,-1.54,-1.37,9.63,0.18,-0.13,0.20
-1.47,-1.85,9.57,0.06,-0.41,0.50,-1.54,-1.37,9.63,0.18,-0.13,0.20
-1.30,-1.80,9.82,0.01,-0.39,0.19,-1.52,-1.63,9.85,0.03,-0.33,0.52
-1.15,-1.44,9.77,-0.09,-0.01,-0.18,-1.44,-1.55,9.87,0.01,-0.21,0.14
-1.00,-1.26,9.67,-0.27,0.24,-0.19,-1.03,-1.08,9.58,-0.30,0.30,-0.19
-0.63,-1.53,9.37,-0.13,0.15,-0.46,-1.03,-1.08,9.58,-0.30,0.30,-0.19
-0.75,-1.45,9.09,-0.09,0.49,-1.36,-0.97,-1.25,9.24,-0.10,0.19,-0.50
-1.10,-1.61,9.65,-0.01,0.51,-1.76,-0.90,-1.09,9.36,-0.10,0.54,-1.63
-1.62,-1.72,10.19,-0.05,0.27,-1.73,-1.27,-1.12,10.24,0.01,0.29,-1.71
-1.79,-2.23,10.31,-0.07,-0.07,-1.61,-1.27,-1.12,10.24,0.01,0.29,-1.71
-2.29,-2.92,10.77,0.27,-0.15,-1.89,-1.95,-1.80,10.43,-0.08,-0.09,-1.63
-1.67,-2.26,9.77,0.57,0.32,-1.83,-1.68,-2.34,10.11,0.45,0.04,-1.86
-1.53,-1.72,9.08,0.41,0.26,-1.13,-0.93,-1.66,9.41,0.42,0.32,-1.43
-1.26,-1.78,9.20,-0.02,0.09,-0.47,-0.93,-1.66,9.41,0.42,0.32,-1.43
-1.04,-2.22,9.55,0.15,0.23,-0.23,-1.11,-1.60,9.49,-0.06,0.14,-0.45
-1.27,-2.31,9.73,0.43,0.15,-0.31,-1.10,-2.05,9.55,0.29,0.27,-0.18
-1.43,-2.15,9.50,0.45,-0.03,-0.29,-1.18,-2.17,9.59,0.39,0.03,-0.38
-1.56,-2.08,9.98,0.12,0.16,-0.03,-1.18,-2.17,9.59,0.39,0.03,-0.38
-1.66,-2.00,9.67,0.02,-0.39,0.16,-1.20,-1.57,9.84,0.09,0.12,-0.01
-1.43,-2.44,9.62,0.15,-0.27,0.26,-1.34,-1.95,9.76,0.03,-0.45,0.26
-1.22,-2.20,9.24,0.03,0.16,-0.22,-1.81,-1.94,9.79,0.11,0.10,0.08
-1.06,-2.11,8.85,0.07,0.27,-0.17,-1.81,-1.94,9.79,0.11,0.10,0.08
-1.06,-1.87,9.10,0.04,-0.20,-0.59,-0.88,-1.87,8.87,0.09,0.26,-0.14
-1.04,-1.66,9.28,-0.02,-0.56,-0.70,-0.93,-1.82,9.30,-0.02,-0.38,-0.48
-0.91,-2.44,10.01,-0.28,-0.57,-0.92,-1.36,-1.50,10.03,-0.28,-0.54,-0.90
-0.77,-2.56,10.14,0.10,-0.13,-0.54,-1.36,-1.50,10.03,-0.28,-0.54,-0.90
-0.45,-2.30,9.69,0.46,0.05,-0.12,-0.18,-2.46,9.93,0.11,-0.05,-0.49
-0.44,-2.07,9.61,0.23,0.01,-0.06,-0.39,-1.76,9.73,0.38,0.17,-0.16
-0.61,-2.47,10.14,-0.18,-0.21,0.08,-0.42,-2.03,10.30,-0.14,-0.14,0.06
-0.44,-2.53,9.82,-0.13,-0.10,-0.14,-0.42,-2.03,10.30,-0.14,-0.14,0.06
-0.06,-2.47,9.64,0.06,-0.06,0.25,0.08,-2.13,9.96,-0.15,-0.06,-0.12
-0.24,-2.45,9.79,0.13,-0.02,-0.05,-0.33,-2.08,9.87,0.10,0.04,0.15
-0.28,-2.29,9.79,0.15,-0.05,0.12,-0.19,-2.01,10.12,0.13,0.06,0.05
-0.41,-2.15,9.38,0.00,-0.05,-0.04,-0.19,-2.01,10.12,0.13,0.06,0.05
-0.69,-2.42,9.44,-0.11,-0.13,0.25,-0.51,-2.09,9.71,-0.08,0.03,-0.03
-1.09,-2.85,9.87,-0.13,0.05,-0.15,-1.17,-2.29,9.69,-0.17,-0.05,0.07
-0.77,-2.40,9.71,0.06,-0.04,-0.07,-0.73,-2.39,10.04,0.05,0.06,-0.05
-0.59,-2.21,9.17,-0.14,-0.36,-0.19,-0.73,-2.39,10.04,0.05,0.06,-0.05
-0.64,-2.62,9.69,0.04,-0.30,0.35,-0.71,-2.05,9.40,-0.21,-0.27,-0.18
-0.52,-2.55,9.18,0.18,-0.06,-0.25,-1.40,-2.32,9.50,0.05,-0.10,-0.04
-1.06,-2.92,9.76,0.00,-0.08,-0.05,-0.95,-2.54,9.82,0.03,0.02,0.04
-0.39,-2.56,9.30,-0.03,-0.09,0.14,-0.95,-2.54,9.82,0.03,0.02,0.04
-0.51,-2.62,9.70,0.27,0.16,-0.03,-0.29,-2.40,9.27,0.00,-0.02,0.21
-0.68,-2.86,9.24,0.19,-0.11,0.19,0.29,-2.40,9.74,0.21,0.19,0.01
-0.58,-3.09,9.15,0.13,0.02,0.35,-0.72,-3.01,9.41,0.04,0.06,0.38
-0.45,-2.40,8.95,0.13,0.12,0.51,-0.72,-3.01,9.41,0.04,0.06,0.38
-0.91,-2.50,9.35,-0.50,-0.16,0.39,-0.75,-2.46,9.35,0.01,0.20,0.50
-1.22,-2.95,9.64,-0.75,-0.29,0.54,-0.13,-2.28,9.39,-0.68,-0.30,0.64
-0.92,-2.83,9.64,-0.62,0.11,0.35,-0.67,-2.61,9.18,-0.82,0.17,0.13
-1.47,-3.10,10.59,-0.07,0.07,0.40,-0.67,-2.61,9.18,-0.82,0.17,0.13
-1.35,-2.94,9.66,0.17,-0.19,0.42,-1.74,-2.99,10.59,-0.10,0.16,0.37
-1.91,-3.33,10.54,-0.12,-0.33,0.73,-1.62,-3.21,10.52,0.08,-0.15,0.58
-2.50,-3.63,10.29,-0.16,-0.26,0.92,-2.26,-3.26,10.70,-0.29,-0.16,0.81
-2.83,-3.38,9.70,-0.08,-0.08,0.74,-2.26,-3.26,10.70,-0.29,-0.16,0.81
-3.05,-3.42,8.95,-0.10,-0.47,0.78,-2.82,-3.22,9.77,-0.11,0.03,0.80
-2.55,-3.06,7.81,-0.14,-0.65,0.94,-2.55,-2.97,8.43,-0.11,-0.50,0.97
-2.60,-3.25,7.65,-0.16,-0.41,0.49,-2.89,-3.12,7.71,-0.27,-0.33,0.58
-2.75,-3.24,7.84,0.19,-0.40,0.43,-2.89,-3.12,7.71,-0.27,-0.33,0.58
-2.92,-3.12,8.23,0.07,-0.42,0.03,-2.93,-2.80,8.04,0.16,-0.33,0.36
-2.80,-3.44,8.64,0.02,-0.34,-0.01,-3.16,-3.29,8.93,-0.08,-0.39,-0.17
-2.47,-3.30,8.67,0.12,0.07,-0.06,-2.81,-3.20,9.01,0.05,-0.01,-0.07
-2.67,-3.33,9.15,0.17,0.30,-0.02,-2.81,-3.20,9.01,0.05,-0.01,-0.07
-2.65,-3.29,9.39,-0.01,0.17,0.03,-2.64,-3.11,9.43,0.13,0.36,-0.02
-2.97,-3.73,10.25,0.01,-0.03,-0.01,-2.77,-3.41,9.91,-0.06,0.06,-0.08
-3.12,-3.85,10.73,-0.29,0.26,0.11,-3.00,-3.46,10.76,-0.28,0.26,0.00
-3.25,-4.03,10.32,-0.09,-0.17,-0.15,-3.00,-3.46,10.76,-0.28,0.26,0.00
-3.06,-4.17,9.89,-0.02,0.11,-0.60,-3.60,-3.57,10.11,-0.09,-0.18,-0.22
-3.02,-3.73,9.04,0.38,-0.07,-0.79,-3.02,-3.64,9.35,0.11,0.19,-0.63
-2.73,-3.47,8.62,0.46,-0.08,-0.56,-2.51,-3.32,8.99,0.45,-0.10,-0.69
-2.21,-2.95,7.51,0.32,-0.06,-0.11,-2.51,-3.32,8.99,0.45,-0.10,-0.69
-2.23,-3.13,8.17,0.27,-0.14,-0.07,-2.37,-2.75,8.16,0.26,0.01,-0.10
-2.37,-3.35,9.03,0.16,-0.12,-0.15,-2.71,-2.71,8.89,0.23,-0.07,-0.09
-1.82,-4.25,9.40,0.10,-0.24,0.32,-1.87,-4.37,10.03,0.12,-0.08,0.13
-1.84,-2.56,8.21,-0.15,-0.43,0.36,-1.87,-4.37,10.03,0.12,-0.08,0.13
-1.85,-2.70,8.34,0.14,-0.23,0.08,-1.61,-2.73,8.25,-0.12,-0.30,0.41
-1.74,-2.76,8.59,0.34,-0.05,0.04,-1.65,-2.36,8.32,0.21,-0.14,0.05
-1.96,-2.97,9.41,0.13,-0.03,-0.32,-2.30,-2.66,9.84,0.18,0.05,-0.24
-1.89,-2.71,9.38,-0.04,-0.05,0.07,-2.30,-2.66,9.84,0.18,0.05,-0.24
-1.76,-2.53,9.06,-0.15,-0.22,-0.10,-1.90,-2.32,9.46,-0.10,-0.02,0.02
-2.01,-2.72,9.32,-0.13,-0.24,0.02,-1.83,-2.41,9.19,-0.18,-0.14,-0.12
-2.47,-3.48,10.25,0.06,-0.22,-0.16,-2.47,-2.93,10.05,-0.06,-0.17,-0.07
-2.69,-3.76,10.32,0.14,0.12,-0.04,-2.65,-3.54,10.64,0.12,0.16,-0.05
-2.80,-3.42,10.00,-0.05,0.03,-0.23,-2.65,-3.54,10.64,0.12,0.16,-0.05
-2.29,-2.91,9.23,-0.10,0.02,0.33,-2.65,-3.33,10.32,-0.13,0.05,-0.26
-2.58,-3.41,9.89,-0.46,-0.02,0.21,-2.58,-2.64,9.86,-0.27,-0.02,0.33
-2.71,-3.46,9.82,-0.30,-0.09,0.43,-2.53,-3.29,9.93,-0.36,-0.01,0.39
-2.34,-3.14,9.02,-0.24,-0.24,0.74,-2.53,-3.29,9.93,-0.36,-0.01,0.39
-2.25,-3.08,8.30,-0.16,-0.36,0.65,-2.30,-2.86,8.98,-0.24,-0.19,0.74
-2.23,-3.19,8.18,0.07,-0.43,0.58,-2.10,-2.79,8.10,-0.09,-0.36,0.61
-2.48,-3.56,8.91,0.18,-0.51,0.26,-2.49,-3.35,8.98,0.13,-0.44,0.35
-2.28,-3.32,8.93,0.20,-0.51,0.04,-2.49,-3.35,8.98,0.13,-0.44,0.35
-1.80,-3.04,8.82,0.11,-0.51,0.17,-2.12,-3.13,9.05,0.16,-0.45,0.09
-1.53,-3.01,9.00,0.01,-0.26,0.31,-1.62,-2.69,9.13,0.01,-0.26,0.25
-1.24,-2.66,8.77,0.25,-0.34,0.41,-1.21,-2.55,8.79,0.18,-0.23,0.51
-1.23,-2.50,8.96,0.19,-0.32,0.36,-1.21,-2.55,8.79,0.18,-0.23,0.51
-1.49,-2.54,10.09,0.12,-0.43,0.65,-1.01,-2.10,8.73,0.18,-0.27,0.42
-1.12,-2.45,8.61,0.06,-0.50,0.83,-1.30,-1.93,9.05,0.04,-0.38,0.84
-1.23,-2.21,8.68,0.20,-0.29,0.88,-0.69,-2.51,8.84,0.13,-0.27,0.92
-1.15,-2.13,8.84,0.09,-0.17,0.65,-0.69,-2.51,8.84,0.13,-0.27,0.92
-1.56,-2.33,9.44,0.06,-0.40,0.53,-1.05,-2.46,9.15,0.01,-0.06,0.61
-1.84,-2.08,9.08,-0.07,-0.32,0.31,-1.29,-2.05,8.93,0.08,-0.34,0.63
-2.12,-2.54,11.31,-0.17,-0.21,0.17,-2.35,-2.30,10.49,-0.19,-0.17,0.15
-2.14,-3.21,11.17,-0.16,0.03,0.28,-2.35,-2.30,10.49,-0.19,-0.17,0.15
-1.98,-2.93,10.17,0.01,-0.11,0.11,-1.50,-2.71,10.03,-0.15,0.07,0.26
-1.37,-2.53,8.73,0.08,0.17,0.04,-1.80,-2.98,10.03,0.02,0.14,0.16
-1.80,-3.08,9.63,-0.05,0.13,0.01,-2.10,-2.38,9.63,-0.05,0.22,-0.02
-1.86,-2.36,9.17,-0.07,0.00,0.10,-2.10,-2.38,9.63,-0.05,0.22,-0.02
-1.95,-3.38,10.52,-0.02,-0.00,0.03,-1.64,-2.88,9.63,-0.12,0.05,0.07
-2.15,-3.07,10.29,0.07,-0.03,-0.09,-1.62,-2.29,9.58,0.01,0.00,-0.09
-1.95,-2.82,9.28,0.07,0.00,-0.12,-2.16,-3.16,10.27,0.08,0.06,-0.09
-1.96,-2.38,8.74,0.09,-0.17,0.06,-2.16,-3.16,10.27,0.08,0.06,-0.09
-2.20,-2.45,9.47,0.01,-0.16,0.08,-2.35,-2.41,9.71,0.03,-0.12,0.08
-1.94,-3.13,9.47,0.07,-0.03,-0.11,-1.96,-2.73,9.40,-0.01,-0.07,0.01
-2.30,-3.39,10.24,0.03,-0.06,-0.12,-2.20,-2.00,9.53,0.03,0.01,-0.17
-2.01,-2.50,8.76,0.00,-0.08,-0.00,-2.20,-2.00,9.53,0.03,0.01,-0.17
-2.14,-2.73,9.37,-0.03,-0.13,0.07,-2.07,-2.42,9.49,-0.05,-0.03,0.00
-1.62,-2.09,7.97,0.02,-0.14,-0.01,-1.59,-2.85,9.33,-0.04,-0.09,0.06
-1.13,-1.40,7.47,0.07,0.05,0.13,-1.63,-1.76,8.24,-0.00,0.08,0.06
-1.82,-2.49,9.62,0.01,-0.11,0.22,-1.63,-1.76,8.24,-0.00,0.08,0.06
-1.75,-2.68,9.12,0.36,-0.05,0.50,-1.68,-2.10,9.38,-0.02,-0.06,0.23
-1.67,-1.92,7.10,0.72,-0.35,0.22,-0.99,-1.97,7.55,0.57,-0.08,0.36
-2.55,-1.84,10.77,0.45,-0.35,-0.44,-2.68,-2.44,9.08,0.43,-0.38,-0.28
-2.66,-2.83,10.94,0.18,-0.01,0.09,-2.68,-2.44,9.08,0.43,-0.38,-0.28
-2.31,-1.84,9.15,-0.15,0.35,-0.21,-2.01,-2.31,10.41,0.17,0.05,0.10
-2.50,-2.27,9.67,-0.46,-0.15,-0.49,-2.26,-2.55,10.34,-0.19,0.25,-0.34
-3.53,-3.01,9.99,0.32,0.14,-0.27,-2.06,-1.66,8.47,0.13,0.06,-0.21
-2.38,-2.01,9.59,0.11,-0.08,-0.94,-2.06,-1.66,8.47,0.13,0.06,-0.21
-2.63,-2.52,10.50,0.37,0.13,-0.44,-2.05,-1.96,9.85,0.13,-0.01,-0.77
-2.39,-2.21,10.34,0.65,-0.47,-0.68,-2.67,-2.19,10.21,0.44,-0.05,-0.52
-1.94,-1.68,10.82,0.71,-0.63,-0.56,-2.29,-1.57,10.93,0.73,-0.46,-0.44
-1.21,-1.09,10.51,0.17,-0.42,-0.53,-2.29,-1.57,10.93,0.73,-0.46,-0.44
-1.03,-1.30,10.26,-0.08,0.05,-0.19,-0.97,-0.80,10.69,0.12,-0.35,-0.47
-1.41,-1.12,10.06,0.15,0.18,-0.00,-1.13,-1.10,10.27,0.06,0.23,-0.01
-1.56,-1.03,10.01,0.18,0.11,-0.04,-1.48,-0.74,10.05,0.15,0.19,-0.02
-1.71,-0.83,9.87,0.20,-0.01,-0.04,-1.48,-0.74,10.05,0.15,0.19,-0.02
-1.74,-0.83,10.01,0.19,-0.14,-0.03,-1.85,-0.69,10.06,0.16,0.04,-0.02
-1.72,-0.65,10.05,0.16,-0.23,-0.01,-1.76,-0.53,9.96,0.14,-0.11,-0.01
-1.52,-0.50,9.92,0.13,-0.26,-0.00,-1.53,-0.36,10.09,0.11,-0.20,0.01
-1.42,-0.47,9.87,0.09,-0.27,-0.01,-1.53,-0.36,10.09,0.11,-0.20,0.01
-1.27,-0.53,10.04,0.09,-0.25,-0.03,-1.38,-0.27,10.07,0.06,-0.20,-0.00
-1.16,-0.39,9.67,0.14,-0.20,-0.04,-1.20,-0.31,10.02,0.06,-0.16,-0.02
-1.08,-0.36,9.45,0.21,-0.18,-0.07,-1.05,-0.19,9.66,0.16,-0.07,-0.04
-0.29,-0.83,7.72,-0.62,0.20,-0.56,-1.05,-0.19,9.66,0.16,-0.07,-0.04
-0.87,-0.90,9.33,-0.03,-0.63,-0.36,-0.09,-0.79,7.77,-0.45,0.12,-0.50
-0.18,-0.88,9.24,0.25,-0.86,-0.01,-0.36,-0.71,9.43,0.03,-0.73,-0.22
0.13,-0.82,10.84,0.21,-0.59,0.34,0.30,-0.53,10.69,0.22,-0.66,0.26
-0.01,-0.72,10.55,0.03,0.11,0.41,0.30,-0.53,10.69,0.22,-0.66,0.26
-0.04,-0.79,10.13,-0.03,0.18,0.19,-0.15,-0.47,10.85,-0.00,0.19,0.39
-0.24,-0.79,9.98,0.09,0.00,0.15,-0.03,-0.48,9.95,-0.05,0.21,0.15
-0.22,-0.63,9.92,0.11,0.07,0.16,-0.30,-0.40,10.06,0.08,0.11,0.15
-0.64,-0.72,10.44,0.04,0.22,0.04,-0.30,-0.40,10.06,0.08,0.11,0.15
-1.09,-0.75,10.48,0.05,0.26,-0.03,-0.92,-0.46,10.45,-0.01,0.31,0.01
-1.27,-0.59,10.07,0.07,0.15,-0.10,-1.25,-0.33,10.28,0.04,0.27,-0.05
-1.21,-0.64,9.71,0.06,-0.10,-0.18,-1.28,-0.28,9.83,0.02,-0.01,-0.18
-1.10,-0.50,9.53,0.14,-0.09,-0.07,-1.28,-0.28,9.83,0.02,-0.01,-0.18
-1.25,-0.56,9.85,0.15,-0.18,0.01,-1.11,-0.24,9.66,0.11,-0.01,-0.05
-1.10,-0.36,9.59,0.14,-0.23,0.08,-1.13,-0.14,9.83,0.13,-0.16,0.05
-1.03,-0.39,9.82,0.12,-0.22,0.22,-1.11,-0.05,10.02,0.11,-0.13,0.21
-0.99,-0.28,10.01,0.13,-0.14,0.32,-1.11,-0.05,10.02,0.11,-0.13,0.21
-0.97,-0.14,9.69,0.12,-0.12,0.36,-0.97,-0.03,10.03,0.10,-0.05,0.34
-0.89,-0.04,9.78,0.13,-0.15,0.39,-0.95,0.10,9.80,0.10,-0.07,0.38
-0.94,-0.08,9.94,0.04,-0.11,0.39,-0.92,0.30,9.96,0.05,-0.04,0.40
-0.98,-0.07,9.95,-0.04,-0.18,0.32,-0.92,0.30,9.96,0.05,-0.04,0.40
-0.90,-0.20,10.02,-0.09,-0.24,0.21,-1.01,0.20,10.08,-0.08,-0.11,0.31
-0.69,-0.29,9.95,-0.07,-0.21,0.11,-0.89,0.06,10.03,-0.11,-0.19,0.17
-0.68,-0.39,9.93,-0.00,-0.11,0.08,-0.69,-0.13,9.97,-0.06,-0.06,0.09
-0.66,-0.35,9.97,0.09,-0.07,0.09,-0.69,-0.13,9.97,-0.06,-0.06,0.09
-0.83,-0.30,9.96,0.09,0.02,0.10,-0.76,-0.11,10.01,0.06,0.03,0.10
-0.95,-0.24,9.91,0.10,0.03,0.10,-0.91,-0.02,10.01,0.07,0.09,0.11
-1.04,-0.21,9.88,0.05,-0.01,0.08,-1.07,0.02,9.92,0.04,0.07,0.09
-1.04,-0.17,9.91,0.03,-0.07,0.05,-1.07,0.02,9.92,0.04,0.07,0.09
-1.10,-0.22,9.75,0.06,-0.05,0.06,-1.06,0.02,9.85,-0.01,0.00,0.05
-1.15,-0.14,9.70,0.11,-0.08,0.08,-1.10,0.10,9.78,0.06,0.02,0.08
-1.11,-0.03,9.82,0.14,-0.20,0.09,-1.17,0.17,9.84,0.12,-0.12,0.11
-1.08,-0.05,9.97,0.08,-0.19,0.10,-1.17,0.17,9.84,0.12,-0.12,0.11
-1.06,-0.04,10.00,0.03,-0.11,0.10,-1.08,0.21,10.08,0.05,-0.12,0.11
-1.08,-0.05,9.96,-0.01,-0.05,0.10,-1.12,0.23,10.04,-0.01,-0.02,0.11
-1.17,-0.16,9.89,-0.05,-0.00,0.10,-1.19,0.16,10.01,-0.07,0.05,0.10
-1.29,-0.25,9.89,-0.06,0.01,0.11,-1.19,0.16,10.01,-0.07,0.05,0.10
-1.39,-0.33,9.94,-0.06,0.01,0.13,-1.31,0.02,10.05,-0.09,0.08,0.11
-1.45,-0.42,9.91,-0.06,-0.01,0.14,-1.45,-0.13,9.96,-0.09,0.07,0.14
-1.52,-0.46,9.86,-0.03,-0.04,0.16,-1.51,-0.25,9.92,-0.07,0.04,0.16
-1.61,-0.50,9.83,0.00,-0.07,0.19,-1.51,-0.25,9.92,-0.07,0.04,0.16
-1.62,-0.52,9.85,0.04,-0.12,0.19,-1.63,-0.27,9.91,-0.02,-0.01,0.20
-1.61,-0.48,9.85,0.06,-0.16,0.20,-1.65,-0.24,9.89,0.02,-0.07,0.21
-1.56,-0.43,9.86,0.07,-0.19,0.20,-1.57,-0.19,9.90,0.04,-0.11,0.22
-1.50,-0.36,9.85,0.07,-0.19,0.21,-1.57,-0.19,9.90,0.04,-0.11,0.22
-1.43,-0.29,9.84,0.06,-0.19,0.21,-1.52,-0.11,9.88,0.04,-0.12,0.22
-1.38,-0.27,9.85,0.05,-0.18,0.19,-1.44,-0.04,9.94,0.03,-0.12,0.21
-1.30,-0.27,9.86,0.03,-0.15,0.18,-1.37,-0.01,9.93,0.01,-0.09,0.19
-1.28,-0.30,9.84,0.02,-0.12,0.17,-1.37,-0.01,9.93,0.01,-0.09,0.19
-1.27,-0.31,9.87,0.02,-0.09,0.16,-1.28,-0.03,9.89,-0.01,-0.05,0.18
-1.31,-0.33,9.83,0.02,-0.05,0.16,-1.31,-0.06,9.86,-0.01,-0.00,0.17
-1.38,-0.33,9.82,0.04,-0.03,0.15,-1.39,-0.10,9.87,0.00,0.03,0.16
-1.44,-0.36,9.85,0.05,-0.03,0.15,-1.39,-0.10,9.87,0.00,0.03,0.16
-1.52,-0.31,9.82,0.06,-0.04,0.14,-1.50,-0.03,9.81,0.03,0.04,0.15
-1.57,-0.27,9.76,0.06,-0.06,0.14,-1.55,0.02,9.82,0.03,0.02,0.15
-1.61,-0.22,9.77,0.05,-0.08,0.12,-1.66,0.05,9.83,0.02,-0.01,0.13
-1.65,-0.20,9.76,0.04,-0.11,0.11,-1.66,0.05,9.83,0.02,-0.01,0.13
-1.62,-0.19,9.73,0.03,-0.16,0.10,-1.67,0.09,9.80,0.01,-0.05,0.12
-1.52,-0.16,9.69,0.05,-0.21,0.10,-1.61,0.08,9.75,0.01,-0.11,0.11
-1.41,-0.13,9.61,0.06,-0.22,0.10,-1.47,0.12,9.68,0.03,-0.15,0.11
