AccelX1, AccelY1, AccelZ1, GyroX1, GyroY1, GyroZ1, AccelX2, AccelY2, AccelZ2, GyroX2, GyroY2, GyroZ2
-0.04,-0.25,9.91,0.06,-0.11,-0.02,-0.03,0.09,9.96,0.03,-0.05,-0.01
-0.03,-0.25,9.91,0.06,-0.11,-0.01,-0.03,0.09,9.96,0.03,-0.05,-0.01
-0.03,-0.25,9.90,0.05,-0.11,-0.01,-0.04,0.09,9.95,0.03,-0.05,-0.01
-0.03,-0.27,9.91,0.05,-0.11,-0.01,-0.03,0.09,9.96,0.03,-0.05,-0.01
-0.03,-0.26,9.91,0.06,-0.11,-0.01,-0.03,0.09,9.96,0.03,-0.05,-0.01
-0.03,-0.25,9.91,0.05,-0.11,-0.02,-0.03,0.09,9.96,0.03,-0.05,-0.01
-0.02,-0.25,9.90,0.05,-0.11,-0.02,-0.04,0.08,9.96,0.03,-0.05,-0.01
-0.04,-0.25,9.90,0.05,-0.11,-0.02,-0.04,0.09,9.95,0.03,-0.05,-0.01
-0.03,-0.25,9.91,0.06,-0.11,-0.02,-0.04,0.08,9.96,0.03,-0.05,-0.01
-0.03,-0.25,9.91,0.05,-0.11,-0.01,-0.04,0.08,9.96,0.03,-0.05,-0.01
1.53,0.20,9.32,0.13,-0.12,-0.02,-0.05,0.08,9.93,0.03,-0.05,-0.01
-1.31,0.08,9.84,0.08,-0.03,-0.10,-0.00,0.51,10.78,0.15,-0.14,-0.03
-0.04,0.16,9.94,0.10,-0.12,-0.02,0.04,0.09,9.89,-0.01,-0.03,-0.01
0.07,-0.22,9.99,-0.09,0.04,-0.01,-0.34,-0.13,9.72,-0.01,0.06,-0.04
-0.12,-0.27,9.86,0.09,-0.12,-0.02,-0.34,-0.13,9.72,-0.01,0.06,-0.04
-0.13,-0.27,9.89,0.08,-0.13,-0.01,-0.14,0.03,9.96,0.05,-0.07,-0.00
-0.14,-0.30,9.92,0.08,-0.12,-0.02,-0.14,0.05,9.93,0.05,-0.06,-0.01
-0.03,-0.03,9.99,0.16,-0.20,-0.04,0.42,0.42,10.10,0.01,0.07,-0.03
-0.31,-0.30,9.93,-0.01,-0.05,-0.00,0.42,0.42,10.10,0.01,0.07,-0.03
-0.28,-0.25,9.89,0.07,-0.11,-0.01,-0.11,0.11,10.00,0.02,-0.04,-0.01
-0.19,-0.24,10.08,0.07,-0.12,-0.02,-0.13,0.17,10.12,0.04,-0.06,-0.01
-0.12,-0.27,9.91,0.05,-0.10,-0.01,-0.17,0.08,9.96,0.02,-0.04,-0.01
-0.13,-0.26,9.90,0.05,-0.10,-0.02,-0.17,0.08,9.96,0.02,-0.04,-0.01
-0.17,-0.29,9.90,0.03,-0.08,-0.01,-0.14,0.08,9.98,0.01,-0.04,-0.01
-0.17,-0.22,9.98,0.04,-0.09,-0.01,-0.09,0.07,10.06,0.01,-0.04,-0.00
-0.16,-0.27,9.95,0.08,-0.11,-0.02,-0.20,0.04,9.85,0.04,-0.05,-0.01
-0.15,-0.24,9.88,0.07,-0.12,-0.01,-0.20,0.04,9.85,0.04,-0.05,-0.01
-0.14,-0.25,9.95,0.08,-0.11,-0.02,-0.18,0.05,9.94,0.03,-0.03,-0.01
-0.14,-0.25,9.92,0.06,-0.10,-0.01,-0.14,0.07,9.98,0.03,-0.04,-0.00
-0.13,-0.20,9.92,0.08,-0.11,-0.02,-0.14,0.14,10.00,0.03,-0.04,-0.01
